model_id,brand_id,brand_name_en,model_name_en,model_name_ar,model_name_ku,sort,from_year_id,to_year_id,segment_id,sub_segment_id,deleted
883,82,GMC,Acadia,اكاديا,ئەکادیا,0,57,,,,False
1193,82,GMC,Canyon,كانيون,کانیۆن,0,54,,,,False
884,82,GMC,Envoy,انفوي,ئینڤۆی,0,56,,,,False
1292,82,GMC,Hummer EV,هامر إي في,هەمەر ئیڤی,0,72,,,,False
1755,82,GMC,Hummer EV Pickup,همر EV بيك اب,هەمەڕ EV پیکاپ,0,76,,,,False
1220,82,GMC,Jimmy,جيمي,جیمی,0,,,,,False
1721,82,GMC,P3500,P3500,P3500,0,29,49,,,False
1451,82,GMC,Safari,سفاري,سافاری,0,35,55,,,False
1028,82,GMC,Savana,سافانا,ساڤانا,0,45,,,,False
881,82,GMC,Sierra,سييرا,سیرا,0,31,,,,False
1635,82,GMC,Sonoma,سونوما,سۆنۆما,0,32,54,,,False
880,82,GMC,Terrain,تيراين,تیرەین,0,58,,,,False
1375,82,GMC,Yukon XL,يوكون إكس إل,یوکۆن ئێکس ئێڵ,0,50,,,,False
878,83,Genesis,G70,G70,G70,0,66,,,,False
879,83,Genesis,G80,G80,G80,0,66,,,,False
877,83,Genesis,G90,G90,G90,0,67,,,,False
1402,83,Genesis,GV60,GV60,GV60,0,74,,,,False
1058,83,Genesis,GV70,GV70,GV70,0,70,,,,False
1111,83,Genesis,GV80,GV80,GV80,0,71,,,,False
1588,86,Foton,Miler,مايلر,مایلەر,0,76,,,,False
1386,86,Foton,SUP,سوب,سوپ,0,53,72,,,False
915,86,Foton,Tunland,تونلاند,تونلاند,0,61,,,,False
1702,86,Foton,Tunland G7,تونلاند G7,تونلاند G7,0,74,,,,False
1509,86,Foton,View C2,ڤيو C2,ڤیو C2,0,57,,,,False
1152,86,Foton,View CS2,فيو CS2,فيو CS2,0,60,,,,False
1127,87,Ford,Territory,تيريتوري,ترێتۆری,300,68,,,,False
906,87,Ford,Taurus,تورس,تۆرەس,298,36,,,,False
837,87,Ford,F-150,إف-150,F-150,296,54,,,,False
898,87,Ford,Expedition,إكسبيديشن,ئێکسپێدیشن,294,47,,,,False
904,87,Ford,Everest,افرست,ئێڤێرێست,292,54,,,,False
899,87,Ford,Ranger,رانجر,رانجر,290,57,,,,False
867,87,Ford,F-150 Raptor,F-150 رابتور,F-150 راپتۆر,288,60,,,,False
903,87,Ford,Explorer,إكسبلورر,ئێکسپلۆرەر,286,41,,,,False
1040,87,Ford,Bronco,برونكو,بڕۆنکۆ,284,71,,,,False
1035,87,Ford,Bronco Sport,برونكو سبورت,برۆنکۆ سپۆرت,280,71,,,,False
912,87,Ford,Ecosport,إيكوسبورت,ئیکۆ سپۆرت,278,64,,,,False
908,87,Ford,Mustang,موستانج,مۆستانگ,276,14,,,,False
902,87,Ford,Edge,ادج,ئێدج,274,57,,,,False
905,87,Ford,Figo,فيغو,فیگۆ,272,60,,,,False
900,87,Ford,Fusion,فيوجن,فیوژن,270,56,,,,False
1557,87,Ford,F-150 Lightning,F-150 لايتنينج,F-150 لایتنینگ,268,72,,,,False
1101,87,Ford,Maverick,مافريك,ماڤیریک,266,71,,,,False
832,87,Ford,Focus,فوكس,فۆکەس,96,48,,,,False
833,87,Ford,Escape,إسكيب,ئێسکەیپ,95,51,,,,False
911,87,Ford,Fiesta,فييستا,فێستا,86,26,,,,False
1718,87,Ford,Aerostar,ايروستار,ئایرۆستار,0,35,47,,,False
895,87,Ford,Crown Victoria,كراون فيكتوريا,کراون ڤیکتۆریا,0,46,,,,False
1207,87,Ford,E-350,إي-350,E-350,0,,,,,False
986,87,Ford,Econoline,إيكونولين,ئیکۆنۆلاین,0,,,,,False
831,87,Ford,Escort,إسكورت,اسکورت,0,30,,,,False
1685,87,Ford,Excursion,اكسكورزن,ئێکسکۆرژن,0,49,55,,,False
1298,87,Ford,Explorer Sport Trac,إكسبلورر سبورت تراك,ئێکسپلۆرەر سپۆرت تراک,0,51,60,,,False
1148,87,Ford,F-250,إف-250,F-250,0,49,,,,False
993,87,Ford,F-350,إف-350,F-350,0,49,,,,False
868,87,Ford,Five Hundred,Five Hundred,Five Hundred,0,58,,,,False
834,87,Ford,Flex,فليكس,فلێکس,0,59,,,,False
835,87,Ford,Freestar,فريستار,فری ستار,0,54,,,,False
1689,87,Ford,Freestyle,فریستایل,فریستایل,0,55,59,,,False
1487,87,Ford,Gran Torino,غران تورينو,گران تۆرینۆ,0,22,26,,,False
910,87,Ford,GT,GT,GT,0,55,,,,False
1332,87,Ford,Ka,كا,کا,0,46,,,,False
901,87,Ford,Mondeo,مونديو,موندیۆ,0,43,,,,False
1286,87,Ford,Mustang Mach-E,موستانج Mach-E,مۆستانگ Mach-E,0,71,,,,False
1257,87,Ford,Scorpio,سكوربيو,سکۆرپیۆ,0,35,48,,,False
1410,87,Ford,Sierra,سييرا,سیێرا,0,32,43,,,False
1087,87,Ford,Taurus X,توروس X,توروس X,0,57,59,,,False
997,87,Ford,Thunderbird,ثندربيرد,ثندربيرد,0,1,,,,False
1603,87,Ford,Tourneo Courier,تورینو کورییر,تۆرینۆ کۆریێر,0,64,74,,,False
827,87,Ford,Transit,ترانست,ترانسیت,0,28,,,,False
987,87,Ford,Windstar,ويند ستار,ویند ستار,0,45,53,,,False
1004,89,Fiat,124 Spider,124 سبايدر,124 سپایدەر,0,,,,,False
823,89,Fiat,500,500,500,0,60,,,,False
821,89,Fiat,500L,500L,500L,0,65,,,,False
825,89,Fiat,500X,500X,500X,0,66,,,,False
819,89,Fiat,Bravo,برافو,براڤۆ,0,60,,,,False
818,89,Fiat,Ducato,دوكاتو,دوکاتۆ,0,51,,,,False
817,89,Fiat,Fiorino,فيورينو,فیۆرینۆ,0,63,,,,False
1099,89,Fiat,Freemont,فريمونت,فریمۆنت,0,61,66,,,False
820,89,Fiat,Linea,لينيا,لینیە,0,62,,,,False
824,89,Fiat,Punto,بونتو,پونتۆ,0,50,,,,False
1679,89,Fiat,Tempra,تیمبرا,تێمپرا,0,40,52,,,False
1247,89,Fiat,Tipo,تيبو,تیپۆ,0,38,50,,,False
813,90,Ferrari,360,360,360,0,50,,,,False
814,90,Ferrari,458,458,458,0,60,,,,False
865,90,Ferrari,458 Spider,458 سبايدر,458 سپایدەر,0,63,,,,False
815,90,Ferrari,488 GTB,488 GTB,488 GTB,0,66,,,,False
838,90,Ferrari,488 Spider,488 سبايدر,488 سپایدەر,0,66,,,,False
860,90,Ferrari,599 GTB Fiorano,599  جي تي بي فيورانو,599 GTB فیۆرانۆ,0,57,,,,False
861,90,Ferrari,612 Scaglietti,612 سكاجليتي,612 سکاگلێتی,0,55,,,,False
859,90,Ferrari,812 Superfast,812 سوبر فاست,812 سوپەر فاست,0,68,,,,False
857,90,Ferrari,California,كاليفورنيا,کالیفۆرنیا,0,59,,,,False
858,90,Ferrari,California T,كاليفورنيا تي,کالیفۆرنیا T,0,64,,,,False
862,90,Ferrari,F12 Berlinetta,F12 بيرلينيتا,F12 بێرلینێتا,0,62,,,,False
816,90,Ferrari,F430,F430,F430,0,55,,,,False
836,90,Ferrari,F430 Spider,F430 سبايدر,F430 سپایدەر,0,55,,,,False
811,90,Ferrari,F8 Tributo,F8 تريبوتو,F8 ترایبوتۆ,0,70,,,,False
839,90,Ferrari,FF,FF,FF,0,62,,,,False
863,90,Ferrari,GTC4Lusso,GTC4Lusso,GTC4Lusso,0,66,,,,False
864,90,Ferrari,GTC4Lusso T,GTC4Lusso T,GTC4Lusso T,0,67,,,,False
812,90,Ferrari,LaFerrari,لافيراري,لا فێراری,0,64,,,,False
856,90,Ferrari,Portofino,بورتوفينو,پۆرتۆفینۆ,0,68,,,,False
1391,90,Ferrari,Roma,روما,ڕۆما,0,70,,,,False
1607,91,GWM,Wingle 5,وينجل 5,وینگل 5,100,60,,,,False
886,91,GWM,Florid,فلوريد,فلۆرید,80,61,,,,False
1060,91,GWM,Deer,دير,دير,78,46,63,,,False
885,91,GWM,Wingle,وينجل,وینگل,75,56,,,,False
1551,91,GWM,Haval H5,هفال H5,هەڤاڵ H5,0,58,63,,,False
1579,91,GWM,Hover CUV,هوفر CUV,‎هۆڤەر CUV,0,55,62,,,False
1411,91,GWM,Peri,بيري,پێری,0,57,60,,,False
1619,91,GWM,Sing,سينغ,سینگ,0,55,58,,,False
1441,91,GWM,SoCool,سوكول,سۆکول,0,53,60,,,False
1290,91,GWM,Voleex C30,فوليكس سي 30,ڤۆلێکس C30,0,60,66,,,False
1178,92,Zotye,Domy X5,دومي X5,دۆمی X5,0,65,71,,,False
971,92,Zotye,Domy X7,دومي X7,دۆمی X7,0,66,,,,False
1535,92,Zotye,Hunter,هونتر,هەنتەر,0,58,63,,,False
312,92,Zotye,SR9,SR9,SR9,0,67,,,,False
924,92,Zotye,T300,T300,T300,0,69,,,,False
313,92,Zotye,T600,T600,T600,0,65,,,,False
314,92,Zotye,T600 Sport,T600 Sport,T600 Sport,0,69,,,,False
808,92,Zotye,T700,T700,T700,0,69,,,,False
311,92,Zotye,Z100,Z100,Z100,0,65,,,,False
1316,92,Zotye,Z300,Z300,Z300,0,62,68,,,False
982,93,Hawtai,A25,A25,A25,0,59,,,,False
1680,93,Hawtai,B11,B11,B11,0,60,68,,,False
1568,93,Hawtai,Bolgheri,بولغيري,بۆلگێری,0,61,68,,,False
1042,94,Mitsuoka,Galio,كاليو,گالیۆ,0,46,,,,False
1119,95,UAZ,Hunter,هنتر,هەنتەر,0,53,,,,False
1039,95,UAZ,Patriot,باتريوت,پاتریۆت,0,55,,,,False
1030,95,UAZ,Pickup,بيك اب,پیکاپ,0,1,,,,False
1044,96,KAWEI,K-150,ك-150,K-150,0,64,,,,False
1045,96,KAWEI,K1,K1,K1,0,64,,,,False
1583,97,ZX AUTO,Admiral,أدميرال,ئادمیراڵ,0,57,60,,,False
1046,97,ZX AUTO,Grand Tiger,كراتد تايكر,گراند تایگەر,0,59,,,,False
1122,97,ZX AUTO,Terralord,تيرالورد,تیرالۆرد,0,66,,,,False
1749,98,Polaris,General XP 4 1000,جينيرال XP 4 1000,جێنیراڵ XP 4 1000,0,71,,,,False
1054,98,Polaris,ProStar,برو ستار,پرۆ ستار,0,,,,,False
1659,98,Polaris,Ranger 1000,رانجر 1000,رانجر1000,0,70,,,,False
1051,98,Polaris,Ranger 570,رينجةر 570,رەینجەر 570,0,,,,,False
1050,98,Polaris,Ranger Crew 1000,رينجر كرو 1000,ڕەینجەر کریو ١٠٠٠,0,,,,,False
1052,98,Polaris,Ranger Crew 570,رينجةر كريو 570,رەینجەر کریو 570,0,,,,,False
1048,98,Polaris,RZR,RZR,RZR,0,57,,,,False
1606,98,Polaris,RZR PRO R,RZR برو R,RZR پڕۆ R,0,72,,,,False
1053,98,Polaris,RZR PRO XP 4 Turbo,RZR PRO XP 4 Turbo,RZR PRO XP 4 Turbo,0,,,,,False
1156,98,Polaris,Slingshot R,Slingshot R,Slingshot R,0,64,,,,False
1750,98,Polaris,Slingshot SL,سلنكشوت SL,سلينگشۆت SL,0,64,,,,False
1667,98,Polaris,SPORTSMAN XP 1000,سبورتسمان XP 1000,سپۆرتسمان XP 1000,0,64,,,,False
1055,99,Smart,Fortwo,فورتو,فۆرتو,0,50,,,,False
1056,99,Smart,Smart 1,سمارت 1,سمارت 1,0,72,,,,False
1232,100,Jetour,T2,T2,T2,300,74,,,,False
1609,100,Jetour,G700,G700,G700,296,80,81,,,False
1485,100,Jetour,T1,T1,T1,295,76,,,,False
1098,100,Jetour,X90 PLUS,X90 بلس,X90 پڵەس,290,69,,,,False
1162,100,Jetour,Dashing,داشينج,داشينگ,280,72,,,,False
1212,100,Jetour,X70 Plus,X70 بلس,X70 پڵەس,270,70,,,,False
1070,100,Jetour,X70,X70,X70,260,68,,,,False
1604,100,Jetour,L6,L6,L6,0,76,,,,False
1692,100,Jetour,Traveler Starguard,ترافلر ستارکارد,تراڤلەر ستارگارد,0,74,,,,False
1495,100,Jetour,X50,X50,X50,0,76,,,,False
1576,101,Haima,7,7,7,0,60,70,,,False
1078,101,Haima,8S,8S,8S,0,69,,,,False
1213,101,Haima,Family,فاملي,فامیلی,0,53,,,,False
1149,101,Haima,S5,S5,S5,0,64,,,,False
1106,102,Buick,Electra,إليكترا,ئەلێکترا,0,9,40,,,False
1310,102,Buick,Enclave,إنكليف,ئینکلیف,0,57,,,,False
1137,102,Buick,Encore,انكور,ئینکۆر,0,62,,,,False
1275,102,Buick,Encore GX,إنكور جي إكس,ئێنکۆر جی ئێکس,0,69,,,,False
1291,102,Buick,Envision,إنفيجن,ئینڤیشن,0,64,,,,False
1324,102,Buick,Envista,إنفيستا,ئینڤیستا,0,76,,,,False
1203,102,Buick,LaCrosse,لاكروس,لاکرۆس,0,55,,,,False
1431,102,Buick,Regal,ريجال,ڕیگال,0,23,70,,,False
1541,102,Buick,Special,سبيشل,سپێشەڵ,0,77,19,,,False
1698,102,Buick,Verano,فيرانو,ڤێرانۆ,0,61,67,,,False
1113,103,Bestune,B70,B70,B70,0,56,,,,False
1183,103,Bestune,B70S,B70S,B70S,0,52,,,,False
1759,103,Bestune,E07,E07,E07,0,80,,,,False
1489,103,Bestune,Pony,بوني,پۆنی,0,74,,,,False
1185,103,Bestune,T55,T55,T55,0,71,,,,False
1115,103,Bestune,T77,T77,T77,0,68,,,,False
1114,103,Bestune,T99,T99,T99,0,69,,,,False
1117,104,Pontiac,Catalina,كاتالينا,کەتەلینا,0,1,31,,,False
1582,104,Pontiac,G5,G5,G5,0,55,60,,,False
1167,104,Pontiac,Grand Am,جراند ام,گراند ئەی ئێم,0,23,55,,,False
1304,104,Pontiac,Grand Prix,جراند بريكس,گراند پریکس,0,,,,,False
1525,104,Pontiac,Montana,مونتانا,مۆنتانا,0,47,59,,,False
1508,104,Pontiac,Solstice,سولستيس,سۆلستیس,0,56,60,,,False
1339,104,Pontiac,Torrent,تورنت,تۆرێنت,0,55,59,,,False
1454,104,Pontiac,Trans Sport,ترانس سبورت,ترانس سپۆرت,0,40,49,,,False
1572,104,Pontiac,‏Vibe,فايب,ڤایب,0,53,60,,,False
1675,105,Hongqi,E-HS9,E-HS9,E-HS9,0,70,,,,False
1461,105,Hongqi,H5,H5,H5,0,67,,,,False
1674,105,Hongqi,H6,H6,H6,0,74,,,,False
1132,105,Hongqi,H9,H9,H9,0,70,,,,False
1669,105,Hongqi,HS3,HS3,HS3,0,80,,,,False
1672,105,Hongqi,HS5,HS5,HS5,0,80,,,,False
1673,105,Hongqi,HS7,HS7,HS7,0,69,,,,False
1522,105,Hongqi,Ousado,أوسادو,ئۆسادۆ,0,74,,,,False
1143,106,Karry,Pickup,بيك اب,پیکاب,0,,,,,False
1277,106,Karry,UU,UU,UU,0,,,,,False
1239,107,Lifan,320,320,320,0,58,68,,,False
1282,107,Lifan,520,520,520,0,,,,,False
1151,107,Lifan,620,620,620,0,58,68,,,False
1318,107,Lifan,Foison,فويسون,فۆیسۆن,0,61,,,,False
1602,107,Lifan,X50,X50,X50,0,64,70,,,False
1171,107,Lifan,X60,X60,X60,0,61,68,,,False
1163,108,KAIYI,X3,X3,X3,0,,,,,False
1513,108,KAIYI,X3 PRO,إكس 3 برو,ئێکس ٣ پڕۆ,0,72,,,,False
1538,108,KAIYI,X7,X7,X7,0,72,,,,False
1168,109,Saipa,131,131,131,0,31,,,,False
1632,109,Saipa,132,132,132,0,57,,,,False
1587,109,Saipa,141 DLX,141 DLX,141 DLX,0,44,,,,False
1433,109,Saipa,151,151,151,0,61,,,,False
1278,109,Saipa,Ario,أريو,ئاریۆ,0,,,,,False
1496,109,Saipa,Saina,ساینا,ساینا,0,67,,,,False
1166,109,Saipa,Tiba,طيبا,تیبا,0,59,,,,False
1751,109,Saipa,Zamyad 24,زامیاد 24,زامیاد 24,0,20,76,,,False
1536,111,Renault Samsung Motors,QM5,QM5,QM5,0,57,69,,,False
1199,111,Renault Samsung Motors,QM6,QM6,QM6,0,66,,,,False
1271,111,Renault Samsung Motors,SM3,SM3,SM3,0,52,,,,False
1456,111,Renault Samsung Motors,SM5,SM5,SM5,0,48,69,,,False
1201,111,Renault Samsung Motors,SM6,SM6,SM6,0,,,,,False
1237,111,Renault Samsung Motors,SM7,SM7,SM7,0,,,,,False
1234,111,Renault Samsung Motors,XM3,XM3,XM3,0,,,,,False
1323,113,Daewoo,Cielo,سيلو,سیلۆ,0,44,47,,,False
1312,113,Daewoo,Espero,اسبيرو,ئێسپێرۆ,0,40,49,,,False
1361,113,Daewoo,Gentra,جينترا,جێنترا,0,55,,,,False
1593,113,Daewoo,Gentra X,جينترا X,جێنترا X,0,58,61,,,False
1640,113,Daewoo,Kalos,كالوس,کالۆس,0,52,58,,,False
1295,113,Daewoo,Lacetti,لاسيتي,لەیسیتی,0,52,,,,False
1420,113,Daewoo,Lanos,لانوس,لانۆس,0,47,52,,,False
1417,113,Daewoo,Leganza,ليجانزا,لێگانزا,0,47,52,,,False
1319,113,Daewoo,LeMans,ليمانس,لێمانس,0,36,66,,,False
1403,113,Daewoo,Magnus,ماغنوس,ماگنۆس,0,50,56,,,False
1777,113,Daewoo,Matiz,ماتيز,ماتیز,0,48,72,,,False
1233,113,Daewoo,Nubira,نوبيرا,نوبیرا,0,47,,,,False
1262,113,Daewoo,Prince,برنس,پرینس,0,40,48,,,False
1492,113,Daewoo,Tacuma,تاكوما,تاکوما,0,50,61,,,False
1723,113,Daewoo,Tosca,توسکا,تۆسکا,0,56,64,,,False
1269,114,Iran Khodro,Arisun,أريسون,ئەریسون,0,65,,,,False
1253,114,Iran Khodro,Dena,دينا,دێنا,0,66,,,,False
1519,114,Iran Khodro,Runna,رونا,ڕونا,0,60,,,,False
1256,114,Iran Khodro,Samand,سمند,سه مه ند,0,51,,,,False
1268,114,Iran Khodro,Soren,سورين,سۆرێن,0,58,,,,False
1708,114,Iran Khodro,Tara,تارا,تارا,0,71,,,,False
1259,115,Ineos,Grenadier,غرينادير,گرینادیەر,0,72,,,,False
1263,116,Zimmer,Golden Spirit,جولدين سبيريت,گۆڵدن سپیریت,0,28,,,,False
1652,117,GAZ,69,69,69,0,3,22,,,False
1284,117,GAZ,Volga,فولكا,ڤۆڵگا,0,,,,,False
1736,118,Avatr,07,07,07,0,76,,,,False
1446,118,Avatr,11,11,11,0,72,,,,False
1308,118,Avatr,12,12,12,0,74,,,,False
1327,119,XEV,Yoyo Pro,يويو برو,یۆیۆ پڕۆ,0,71,,,,False
1367,120,Hafei,Minyi pickup,مينيي حمل,مینیی بارهەڵگر,0,53,,,,False
1378,121,Jonway,A380,A380,A380,0,56,65,,,False
1379,122,Jinbei,Haise,هايز,هەیس,0,41,80,,,False
1395,122,Jinbei,Hercules,هرقل,هێرقل,0,56,66,,,False
1387,123,Higer,H5F,H5F,H5F,0,54,,,,False
1785,123,Higer,KLQ6798,KLQ6798,KLQ6798,0,67,76,,,False
1543,123,Higer,KLQ6928,KLQ6928,KLQ6928,0,67,,,,False
1415,125,Rox,01,01,01,0,76,,,,False
1556,126,POER,COMMERCIAL,‎كوميرشيال,کۆمێرشال,0,69,,,,False
998,126,POER,Double Cab,دبل كاب,دەبڵ کاب,0,69,,,,False
1179,126,POER,KINGKONG,كينغ كونغ,کینگ کۆنگ,0,71,,,,False
1465,126,POER,Single Cab,سنغل كاب,سینگڵ کاب,0,69,,,,False
1192,127,ORA,Good Cat,جود كات,گود کات,0,70,,,,False
1258,129,Polestar,Polestar 2,بولستار 2,پۆلستار 2,0,70,,,,False
1639,130,Saturn,Ion,ايون,ئایۆن,0,53,57,,,False
1491,130,Saturn,Vue,فيو,فیو,0,52,60,,,False
1521,131,Lada,2106,2106,2106,0,26,56,,,False
1770,131,Lada,Niva,نيفا,نيڤا,0,27,,,,False
1790,132,Austin,12,12,12,0,75,77,,,False
1528,132,Austin,A55 Cambridge,A55 كامبريدج,A55 کامبریج,0,7,11,,,False
1752,132,Austin,Sprite,سبرايت,سپرایت,0,8,21,,,False
1561,133,Huanghai,N1,N1,N1,0,64,,,,False
1532,133,Huanghai,N1S,N1S,N1S,0,64,,,,False
1549,135,Zyle Daewoo Commercial Vehicle,BS106,BS106,BS106,0,48,62,,,False
1563,136,SWM Motors,G01 Pro,G01 برو,G01 پرۆ,0,68,,,,False
1564,137,Dadi Auto,Smoothing,سموذينغ,سمووزینگ,0,56,62,,,False
1569,138,Polarsun,Century,‎سينتشري,‎سێنچری,0,55,59,,,False
1585,139,DFSK,E5 Plus,E5 بلس,E5 پڵەس,0,76,,,,False
1594,140,Hyptec,HT,HT,HT,0,74,,,,False
1608,141,CEVO Mobility,CEVO-C SE,CEVO-C SE,CEVO-C SE,0,69,,,,False
1610,142,Roewe,i5,i5,i5,0,67,,,,False
1615,143,Xiaomi,SU7,SU7,SU7,0,74,,,,False
1758,144,Deepal,G318,G318,G318,0,76,,,,False
1754,144,Deepal,S05,S05,S05,0,76,,,,False
1627,144,Deepal,S07,S07,S07,0,74,,,,False
1713,145,Vanderhall,Carmel,كارميل,کارمێل,0,69,,,,False
1629,145,Vanderhall,Venice,فينيسيا,ڤینیسیا,0,67,,,,False
1732,146,EXEED,Exlantix ES,إكسلانتيكس ES,ئێکسلانتیکس ES,0,74,,,,False
1731,146,EXEED,Exlantix ET,إكسلانتيكس ET,ئێکسلانتیکس ET,0,76,,,,False
1651,146,EXEED,LX,LX,LX,0,69,,,,False
1715,146,EXEED,RX,RX,RX,0,72,,,,False
1638,146,EXEED,VX,VX,VX,0,71,,,,False
1641,147,BAW,F7 Pick up,بيك اب F7,پیکاب F7,0,74,,,,False
1643,148,Wuling,Binguo,بینجو,بینگۆ,0,74,,,,False
1645,149,IVECO,Daily,ديلي,دەیلی,0,28,,,,False
1648,150,Morris,Minor,ماينر,ماينەر,0,77,21,,,False
1665,151,DENZA,B5,B5,B5,0,80,,,,False
1666,151,DENZA,B8,B8,B8,0,80,,,,False
1663,152,YANGWANG,U8,U8,U8,0,74,,,,False
1661,153,JMC,Grand Avenue,جراند افنو,گراند ئاڤینو,0,76,,,,False
1709,154,Voyah,Courage,كورج,کۆرج,0,76,,,,False
1707,154,Voyah,Dream,دريم,دريم,0,71,,,,False
1706,154,Voyah,Free,فري,فری,0,71,,,,False
1786,154,Voyah,Taishan,تايشان,تايشان,0,80,,,,False
1670,155,MHERO,1,1,1,0,80,,,,False
1671,155,MHERO,2,2,2,0,80,,,,False
1767,156,Oldsmobile,Cutlass Ciera,کاتلس سیرا,کاتلس سیێرا,0,32,46,,,False
1684,156,Oldsmobile,Delta 88,دیلتا 88,دێلتا 88,0,78,49,,,False
1763,156,Oldsmobile,Silhouette,سيلهويت,سێلهۆیت,0,40,54,,,False
1699,157,XPeng,P7,P7,P7,0,70,,,,False
1738,160,Neta,L,L,L,0,76,80,,,False
1746,161,Scion,iQ,iQ,iQ,0,58,65,,,False
1766,161,Scion,tC,tC,tC,0,54,66,,,False
1748,162,Kawasaki,MULE 3010,ميول 3010,میول 3010,0,38,,,,False
1769,163,Hino,300 series,300 سيريس,300 سیریەس,0,51,,,,False
1775,164,Forthing,Friday,فرايدي,فرایدەی,0,74,,,,False
1776,164,Forthing,T5 EVO,T5 ايفو,T5 ئیڤۆ,0,70,,,,False
1169,110,LYNK & CO,01,01,01,0,67,,,,False
1657,110,LYNK & CO,900,900,900,0,80,,,,False
